word,phonetic_alterntive
shoulders,showlderz
apprised,ahprayzd
thirteen,thertiyn
ringing,rihngihng
occupied,aakyahpayd
including,ihnkluwdihng
noble,nowbahl
fi,fay
necklaces,nehklahsihz
weight,weyt
were,wer
girl,gerl
maestro,maystrow
fire,fayer
turning,ternihng
for,faor
compromises,kaamprahmayzihz
mag,maeg
rely,rihlay
household,hhawshhowld
interviews,ihntervyuwz
health,hhehlth
assumed,ahsuwmd
fool,fuwl
pajamas,pahjhaamahz
arrive,erayv
luther,luwther
canned,kaend
notes,nowts
insulting,ihnsahltihng
page,peyjh
cool,kuwl
planting,plaentihng
treacherous,trehcherahs
greet,griyt
shady,sheydiy
may,mey
cuts,kahts
hoarding,hhaordihng
tools,tuwlz
stopped,staapt
scratches,skraechahz
anatomical,aenahtaamahkahl
trip,trihp
opposition,aapahzihshahn
reckless,rehklahs
grassroots,graesruwts
humble,hhahmbahl
capricious,kahprihshahs
fought,faot
sing,sihng
frogs,fraagz
phoned,fownd
readout,riydawt
raising,reyzihng
stiff,stihf
follows,faalowz
soul,sowl
satisfy,saetahsfay
white,wayt
observation,aabzerveyshahn
silent,saylahnt
absolutely,aebsahluwtliy
land,laend
gustavo,gahstaavow
oar,aor
original,erihjhahnahl
garage,geraazh
abusing,ahbyuwzihng
issued,ihshuwd
trump,trahmp
colombia,kahlahmbiyah
deserted,dihzertihd
viral,vayrahl
esperanto,ehsperaentow
intimidated,ihntihmihdeytihd
idiots,ihdiyahts
adds,aedz
used,yuwzd
giggles,gihgahlz
monster,maanster
mandarin,maenderahn
futons,fuwtaanz
sabotage,saebahtaazh
tom,taam
thanks,thaengks
bloody,blahdiy
struck,strahk
poem,powahm
leads,liydz
removed,riymuwvd
trust,trahst
late,leyt
evening,iyvnihng
marriage,mehrihjh
reptiles,rehptaylz
crazier,kreyziyer
claudia,klaodiyah
inspiration,ihnspereyshahn
retraced,riytreyst
slept,slehpt
forearm,faoraarm
killed,kihld
readings,rehdihngz
stepfather,stehpfaadher
grass,graes
switched,swihcht
forehead,faorhhehd
notebook,nowtbuhk
created,kriyeytahd
ulcer,ahlser
chunks,chahngks
landscape,laendskeyp
homegrown,hhowmgrown
earned,ernd
tourists,tuhrahsts
onion,ahnyahn
thought,thaot
heart,hhaart
attempts,ahtehmpts
particular,pertihkyahler
enthusiastic,ihnthuwziyaestihk
recover,rihkahver
tim,tihm
aced,eyst
osman,aasmahn
blanket,blaengkaht
infidelity,ihnfihdehlihtiy
die,day
weaponry,wehpahnriy
simulation,sihmyahleyshahn
chestnuts,chehsnahts
curried,keriyd
monarchy,maanaarkiy
enjoy,ehnjhoy
muhammad,muhhhaamahd
paying,peyihng
downstairs,dawnstehrz
prices,praysahz
alone,ahlown
minister,mihnahster
sidewalk,saydwaok
leading,liydihng
painful,peynfahl
success,sahksehs
somewhere,sahmwehr
partied,paartiyd
slammed,slaemd
superpower,suwperpawer
fence,fehns
main,meyn
coward,kawerd
usually,yuwzhahwahliy
triumphs,trayahmfs
he,hhiy
lasted,laestahd
cleaner,kliyner
became,bihkeym
sick,sihk
dozens,dahzahnz
beautiful,byuwtahfahl
plague,pleyg
copying,kaapiyihng
linguistic,lihnggwihstihk
practice,praektahs
offensive,ahfehnsihv
finger,fihngger
applauded,ahplaodahd
tactics,taektihks
observe,ahbzerv
culinary,kyuwlihnehriy
thames,tehmz
flea,fliy
upon,ahpaan
masterpieces,maesterpiysahz
command,kahmaend
voices,voysahz
financial,fahnaenshahl
writings,raytihngz
slaves,sleyvz
metal,mehtahl
holed,hhowld
guest,gehst
sounds,sawndz
meanwhile,miynwayl
quiet,kwayaht
tangle,taenggahl
society,sahsayahtiy
levels,lehvahlz
bedrock,behdraak
obey,owbey
leaked,liykt
corrupt,kerahpt
magnetic,maegnehtihk
composition,kaampahzihshahn
source,saors
disaster,dihzaester
shake,sheyk
blonde,blaand
ballots,baelahts
commonly,kaamahnliy
hunger,hhahngger
event,ihvehnt
rocky,raakiy
halfway,hhaefwey
pesticide,pehstahsayd
underway,ahnderwey
shooting,shuwtihng
aspects,aespehkts
homeless,hhowmlahs
idols,aydahlz
permitted,permihtahd
plunger,plahnjher
chat,chaet
incredibly,ihnkrehdahbliy
mix,mihks
they,dhey
space,speys
odd,aad
washing,waashihng
teeth,tiyth
gauls,gaolz
hopeful,hhowpfahl
unheard,ahnhherd
files,faylz
masturbates,maesterbeyts
bullet,buhlaht
sloppy,slaapiy
travelers,traevahlerz
pearls,perlz
gas,gaes
persons,persahnz
adjusted,ahjhahstahd
giraffes,jheraefs
cross,kraos
rare,rehr
booked,buhkt
shone,shown
goes,gowz
belongs,bihlaongz
efforts,ehferts
tried,trayd
quotas,kwowtahz
wrists,rihsts
ended,ehndahd
everest,ehverahst
university,yuwnahversahtiy
smoked,smowkt
hunt,hhahnt
migraine,maygreyn
donated,downeytahd
backed,baekt
dent,dehnt
pleasant,plehzahnt
headed,hhehdahd
your,yaor
purchase,perchahs
so,sow
spray,sprey
payments,peymahnts
asking,aeskihng
driveway,drayvwey
daughter,daoter
happily,hhaepahliy
riots,rayahts
coupon,kuwpaon
ember,ehmber
wings,wihngz
corrupts,kerahpts
peripheral,perihferahl
several,sehvrahl
treatment,triytmahnt
relocate,riylowkeyt
islamic,ihzlaamihk
club,klahb
text,tehkst
compliance,kahmplayahns
william,wihlyahm
category,kaetahgaoriy
groups,gruwps
sparked,spaarkt
values,vaelyuwz
advise,aedvayz
raped,reypt
originated,erihjhahneytahd
deathly,dehthliy
tartar,taarter
recently,riysahntliy
creatures,kriycherz
detached,dihtaecht
temper,tehmper
bestowed,bihstowd
inhabited,ihnhhaebahtahd
incredible,ihnkrehdahbahl
provided,prahvaydahd
add,aed
proof,pruwf
double,dahbahl
buys,bayz
guests,gehsts
join,jhoyn
knot,naat
without,wihthawt
advice,aedvays
canadian,kahneydiyahn
alpha,aelfah
floor,flaor
esau,iysao
repressive,riyprehsihv
isis,aysahs
supply,sahplay
hamburgers,hhaembergerz
minimize,mihnahmayz
mitch,mihch
precaution,priykaoshahn
jobs,jhaabz
eyebrow,aybraw
the,dhah
paradise,pehrahdays
analysts,aenahlahsts
scolding,skowldihng
politician,paalahtihshahn
socially,sowshahliy
osaka,owsaakah
sail,seyl
regret,rahgreht
forward,faorwerd
age,eyjh
tightened,taytahnd
noticed,nowtahst
stones,stownz
shelter,shehlter
kisses,kihsahz
collective,kahlehktihv
ocean,owshahn
rachel,reychahl
credit,krehdaht
grace,greys
portals,paortahlz
mayor,meyer
tradition,trahdihshahn
gulp,gahlp
skirted,skertihd
hopeless,hhowplahs
perfected,perfehktahd
someday,sahmdey
course,kaors
bill,bihl
reliably,rihlayahbliy
degree,dihgriy
nightmares,naytmehrz
killers,kihlerz
dolphins,daalfahnz
allow,ahlaw
developing,dihvehlahpihng
authorized,aotherayzd
petition,pahtihshahn
directly,derehktliy
pretended,priytehndahd
galaxy,gaelahksiy
armenia,aarmiyniyah
forest,faorahst
lunch,lahnch
attendance,ahtehndahns
newspaper,nuwzpeyper
byproducts,baypraodahkts
remembers,rihmehmberz
slowly,slowliy
till,tihl
forget,fergeht
duty,duwtiy
depends,dihpehndz
exempt,ihgzehmpt
superficial,suwperfihshahl
orders,aorderz
again,ahgehn
warehouses,wehrhhawzihz
remarks,rihmaarks
crunching,krahnchihng
jogging,jhaagihng
pollute,pahluwt
algiers,aeljhihrz
invitation,ihnvihteyshahn
lamb,laem
interest,ihntrahst
economy,ihkaanahmiy
cast,kaest
region,riyjhahn
let,leht
appeal,ahpiyl
partial,paarshahl
bloated,blowtihd
promises,praamahsahz
sometime,sahmtaym
foremost,faormowst
reached,riycht
melissa,mahlihsah
continent,kaantahnahnt
widowed,wihdowd
haunted,hhaontahd
shower,shawer
terribly,tehrahbliy
regime,rahzhiym
good,guhd
separated,sehpereytahd
athlete,aethliyt
confidently,kaanfahdahntliy
sex,sehks
desperate,dehspriht
enriched,ehnrihcht
legal,liygahl
strewn,struwn
drifted,drihftahd
decked,dehkt
ineligible,ihnehlihjhahbahl
crystallize,krihstahlayz
volume,vaalyuwm
recall,riykaol
virginity,verjhihnihtiy
boil,boyl
changing,cheynjhihng
jo,jhow
basement,beysmahnt
champion,chaempiyahn
ask,aesk
dress,drehs
ornaments,aornahmahnts
ends,ehndz
exercise,ehksersayz
dug,dahg
copy,kaapiy
issues,ihshuwz
moral,maorahl
negotiate,nahgowshiyeyt
invasive,ihnveysihv
formation,faormeyshahn
shadows,shaedowz
three,thriy
convincing,kahnvihnsihng
barbaric,baarbaerihk
overcome,owverkahm
herself,hhersehlf
sharpening,shaarpahnihng
flour,flawer
absorb,ahbzaorb
grandson,graendsahn
spread,sprehd
calmly,kaamliy
opinion,ahpihnyahn
sensible,sehnsahbahl
undercover,ahnderkahver
alibi,aelahbay
spotted,spaatahd
medical,mehdahkahl
tunisia,tuwniyzhah
helmet,hhehlmaht
manly,maenliy
consumption,kahnsahmpshahn
dick,dihk
tightly,taytliy
great,greyt
astronomical,aestrahnaamihkahl
hitler,hhihtler
reaction,riyaekshahn
slid,slihd
chilly,chihliy
theology,thiyaalahjhiy
cuttings,kahtihngz
wheels,wiylz
hauling,hhaolihng
artist,aartahst
specifically,spahsihfihkliy
slacker,slaeker
swimmers,swihmerz
test,tehst
satellite,saetahlayt
respective,rihspehktihv
fiercely,fihrsliy
also,aolsow
comical,kaamihkahl
interpretation,ihnterprihteyshahn
bough,baw
argue,aargyuw
operations,aapereyshahnz
dad,daed
focusing,fowkahsihng
prior,prayer
amazed,ahmeyzd
currently,kerahntliy
liking,laykihng
barely,behrliy
man,maen
greatly,greytliy
jonas,jhownahs
carrot,kaeraht
whistling,wihslihng
raining,reynihng
inflicted,ihnflihktihd
typhoon,tayfuwn
voted,vowtahd
engagement,ehngeyjhmahnt
yes,yehs
obsessing,ahbsehsihng
accepted,aeksehptihd
account,ahkawnt
intelligentsia,ihntehlahjhehntsiyah
somehow,sahmhhaw
welcoming,wehlkahmihng
al,ael
touched,tahcht
textbook,tehkstbuhk
swamp,swaamp
residue,rehzahduw
emergency,ihmerjhahnsiy
pious,payahs
claimed,kleymd
hardened,hhaardahnd
root,ruwt
widow,wihdow
express,ihksprehs
fasted,faestihd
birds,berdz
german,jhermahn
forgetting,fergehtihng
zoo,zuw
escaped,ihskeypt
impression,ihmprehshahn
threes,thriyz
wonderful,wahnderfahl
illegal,ihliygahl
time,taym
nap,naep
visited,vihzahtahd
patients,peyshahnts
strawberry,straobehriy
young,yahng
fathers,faadherz
truly,truwliy
cult,kahlt
denied,dihnayd
if,ihf
mornings,maornihngz
treats,triyts
awfully,aafliy
tilt,tihlt
towed,towd
smoke,smowk
burger,berger
noisy,noyziy
goal,gowl
enemy,ehnahmiy
needed,niydahd
rolls,rowlz
filled,fihld
regarded,rahgaardahd
guilty,gihltiy
court,kaort
witnessing,wihtnahsihng
mr,mihster
letter,lehter
conceived,kahnsiyvd
elders,ehlderz
skirt,skert
worked,werkt
ambient,aembiyahnt
starving,staarvihng
menstrual,mehnstruwahl
palestinians,paelihstihniyahnz
introduce,ihntrahduws
nail,neyl
launched,laoncht
ambush,aembuhsh
pants,paents
lan,laen
notorious,nowtaoriyahs
desire,dihzayer
thinking,thihngkihng
raccoon,raekuwn
immediately,ihmiydiyahtliy
passports,paespaorts
morocco,meraakow
released,riyliyst
hurts,hherts
slurred,slerd
blocked,blaakt
cute,kyuwt
bell,behl
gullible,gahlahbahl
nonfiction,naanfihkshahn
hans,hhaans
shall,shael
consumed,kahnsuwmd
persona,persownah
oz,aaz
industry,ihndahstriy
details,dihteylz
outcome,awtkahm
technique,tehkniyk
bird,berd
echo,ehkow
drown,drawn
orange,aorahnjh
grey,grey
boobs,buwbz
home,hhowm
vases,veysahz
tested,tehstahd
difficulties,dihfahkahltiyz
wore,waor
berlin,berlihn
short,shaort
sentenced,sehntahnst
barking,baarkihng
get,geht
wo,wow
oleg,owlahg
canceled,kaensahld
since,sihns
physician,fahzihshahn
complete,kahmpliyt
guzzle,gahzahl
ending,ehndihng
back,baek
footing,fuhtihng
throw,throw
capsule,kaepsahl
coloring,kahlerihng
mental,mehntahl
umbrellas,ahmbrehlahz
eats,iyts
learnt,lernt
disclose,dihsklowz
node,nowd
waist,weyst
math,maeth
oscillates,aasahleyts
find,faynd
tegucigalpa,tehguwsiygaelpah
monday,mahndiy
contradicted,kaantrahdihktahd
clock,klaak
dinosaur,daynahsaor
any,ehniy
fashionable,faeshahnahbahl
scientists,sayahntihsts
dressed,drehst
something,sahmthihng
stained,steynd
blew,bluw
philadelphia,fihlahdehlfiyah
approve,ahpruwv
razor,reyzer
between,bihtwiyn
ditty,dihtiy
slime,slaym
classmates,klaesmeyts
joined,jhoynd
physically,fihzihkahliy
rape,reyp
fifty,fihftiy
classes,klaesahz
trick,trihk
exploded,ihksplowdahd
president,prehzahdehnt
cries,krayz
dried,drayd
fooling,fuwlihng
wet,weht
pages,peyjhahz
insane,ihnseyn
forced,faorst
pussy,puhsiy
banned,baend
teresa,teriysah
north,naorth
participates,paartihsahpeyts
yuba,yuwbah
complement,kaamplahmahnt
liver,lihver
heavenly,hhehvahnliy
compare,kahmpehr
paralysis,peraelahsahs
abruptly,ahbrahptliy
arrows,aerowz
interesting,ihntrahstihng
needs,niydz
scales,skeylz
promise,praamahs
eggshells,ehgshehlz
barricade,baerahkeyd
etc,ehtsehterah
farmers,faarmerz
mr.,mihster
simplest,sihmplahst
sunburned,sahnbernd
a.,ah
burlesque,berlehsk
red,rehd
rest,rehst
smith,smihth
mess,mehs
subordinate,sahbaordahneyt
blanc,blaengk
tailored,teylerd
quarrel,kwaorahl
fisherman,fihshermaen
degrees,dihgriyz
entity,ehntahtiy
jackal,jhaekahl
accused,ahkyuwzd
happy,hhaepiy
flipped,flihpt
online,aonlayn
wooded,wuhdihd
chain,cheyn
critics,krihtihks
america,ahmehrahkah
picnic,pihknihk
demolish,dihmaalihsh
thousand,thawzahnd
up,ahp
jima,jhiymah
terms,termz
she,shiy
boarded,baordahd
tulips,tuwlahps
voter,vowter
hostage,hhaastihjh
snack,snaek
errands,ehrahndz
marie,meriy
verbs,verbz
whisky,wihskiy
meet,miyt
candle,kaendahl
robbing,raabihng
payment,peymahnt
egg,ehg
embarrassing,ihmbehrahsihng
harbour,hhaarber
louis,luwihs
trips,trihps
attempt,ahtehmpt
cupcakes,kahpkeyks
internally,ihnternahliy
dresses,drehsahz
medication,mehdahkeyshahn
examine,ihgzaemihn
free,friy
oxidized,aaksahdayzd
garments,gaarmahnts
contrary,kaantrehriy
ancestry,aensehstriy
quarter,kwaorter
leash,liysh
assaulted,ahsaoltihd
takes,teyks
announced,ahnawnst
negative,nehgahtihv
tape,teyp
startled,staartahld
money,mahniy
peas,piyz
discerns,dihsernz
james,jheymz
determine,dahtermahn
jump,jhahmp
lycra,laykrah
deftly,dehftliy
help,hhehlp
sheet,shiyt
wants,waants
warhol,waorhhaol
jewelry,jhuwahlriy
linda,lihndah
election,ihlehkshahn
slain,sleyn
divided,dihvaydahd
hour,awer
flush,flahsh
alert,ahlert
crossroads,kraosrowdz
guided,gaydahd
examination,ihgzaemahneyshahn
pounds,pawndz
urban,erbahn
tender,tehnder
blasting,blaestihng
scowl,skawl
eula,yuwlah
laughter,laefter
outstanding,awtstaendihng
tragedies,traejhahdiyz
pushed,puhsht
been,bihn
cure,kyuhr
member,mehmber
knowing,nowihng
proves,pruwvz
knocking,naakihng
example,ihgzaempahl
calories,kaeleriyz
paris,pehrihs
abiding,ahbaydihng
bombs,baamz
disagreeable,dihsahgriyahbahl
chores,chaorz
solve,saalv
believes,bihliyvz
arriving,erayvihng
headache,hhehdeyk
jupiter,jhuwpahter
access,aeksehs
evolve,ihvaalv
vegetables,vehjhtahbahlz
know,now
federation,fehdereyshahn
judaism,jhuwdeyihzahm
meant,mehnt
everyone,ehvriywahn
london,lahndahn
bob,baab
expecting,ihkspehktihng
prisoners,prihzahnerz
scene,siyn
expect,ihkspehkt
rats,raets
michael,maykahl
measure,mehzher
poop,puwp
hooded,hhuhdihd
futile,fyuwtahl
gave,geyv
radio,reydiyow
slamming,slaemihng
plow,plaw
lately,leytliy
suffered,sahferd
unexpected,ahnihkspehktihd
metropolitan,mehtrahpaalahtahn
keepers,kiyperz
victory,vihkteriy
arrested,erehstahd
latest,leytahst
childhood,chayldhhuhd
professors,prahfehserz
position,pahzihshahn
conflicts,kahnflihkts
're,rey
radiation,reydiyeyshahn
carry,kaeriy
dipped,dihpt
boring,baorihng
suit,suwt
laps,laeps
bargain,baargahn
shareholder,shehrhhowlder
mangrove,maengrowv
possibility,paasahbihlahtiy
evicted,ihvihktihd
sounded,sawndahd
pleased,pliyzd
assisted,ahsihstahd
commercial,kahmershahl
viewers,vyuwerz
beautifully,byuwtahfliy
guitar,gihtaar
cheat,chiyt
wilderness,wihldernahs
earshot,ihrshaat
laugh,laef
guy,gay
pamphlet,paemflaht
ivan,ayvahn
refresher,rihfrehsher
trees,triyz
requests,rihkwehsts
give,gihv
rescue,rehskyuw
tomorrow,tahmaarow
rind,raynd
polisario,powlihsehriyow
bro,brow
discover,dihskahver
team,tiym
thirty,therdiy
occasioned,ahkeyzhahnd
fancy,faensiy
shaking,sheykihng
virus,vayrahs
consideration,kahnsihdereyshahn
unreliable,ahnrihlayahbahl
hubby,hhahbiy
yelled,yehld
astronomers,ahstraanahmerz
arab,aerahb
fingers,fihnggerz
assemble,ahsehmbahl
beads,biydz
item,aytahm
feels,fiylz
unions,yuwnyahnz
market,maarkaht
bore,baor
december,dihsehmber
orientation,aoriyehnteyshahn
kids,kihdz
middle,mihdahl
burnt,bernt
chickens,chihkahnz
slut,slaht
bleeding,bliydihng
marines,meriynz
interpretations,ihnterprihteyshahnz
hatched,hhaecht
amount,ahmawnt
shirt,shert
barged,baarjhd
cafeteria,kaefahtihriyah
spring,sprihng
yolk,yowk
popcorn,paapkaorn
leaned,liynd
manga,maenggah
relations,riyleyshahnz
grandma,graemaa
ads,aedz
agreed,ahgriyd
politically,pahlihtihkahliy
cellphone,sehlfown
contaminated,kahntaemahneytahd
night,nayt
frowned,frawnd
carefree,kehrfriy
training,treynihng
blot,blaat
boat,bowt
japan,jhahpaen
tanaka,taanaakah
rural,ruhrahl
struggling,strahgahlihng
sixty,sihkstiy
computers,kahmpyuwterz
papers,peyperz
likes,layks
user,yuwzer
rooster,ruwster
methods,mehthahdz
stow,stow
surge,serjh
diseases,dihziyzahz
capacity,kahpaesahtiy
promised,praamahst
revolutionized,rehvahluwshahnayzd
dab,daeb
writing,raytihng
disposal,dihspowzahl
restarted,riystaartihd
decomposed,diykahmpowzd
ghosts,gowsts
tech,tehk
battling,baetahlihng
worms,wermz
attacks,ahtaeks
narita,nehriytah
fossils,faasahlz
finding,fayndihng
appealed,ahpiyld
ghana,gaenah
bring,brihng
shoved,shahvd
holier,hhowliyer
income,ihnkahm
growled,grawld
behavior,bihhheyvyer
illusory,ihluwseriy
donate,downeyt
consumer,kahnsuwmer
chips,chihps
memory,mehmeriy
ceases,siysihz
dependable,dihpehndahbahl
contractions,kahntraekshahnz
jewel,jhuwahl
'm,ehm
architecture,aarkahtehkcher
machine,mahshiyn
battle,baetahl
resigned,rihzaynd
classical,klaesihkahl
crazy,kreyziy
cologne,kahlown
guitarist,gihtaarahst
cough,kaaf
defer,dihfer
fortifications,faortahfahkeyshahnz
rains,reynz
partners,paartnerz
guard,gaard
qualities,kwaalahtiyz
daddy,daediy
ordeal,aordiyl
slopes,slowps
hero,hhihrow
stupidest,stuwpihdahst
bedside,behdsayd
ellie,ehliy
scantily,skaentahliy
bells,behlz
instructor,ihnstrahkter
barber,baarber
infrequently,ihnfriykwahntliy
homer,hhowmer
system,sihstahm
mic,mihk
beetle,biytahl
scream,skriym
girls,gerlz
lap,laep
disappointed,dihsahpoyntihd
intelligence,ihntehlahjhahns
air,ehr
tunnel,tahnahl
major,meyjher
inedible,ihnehdahbahl
lawn,laon
peasants,pehzahnts
narcissism,naarsihsihzahm
unzipped,ahnzihpt
seriously,sihriyahsliy
stared,stehrd
this,dhihs
conference,kaanferahns
sao,saw
shout,shawt
monkey,mahngkiy
possibly,paasahbliy
direct,derehkt
prepared,priypehrd
memorized,mehmerayzd
non,naan
drunk,drahngk
building,bihldihng
briefcase,briyfkeys
boxed,baakst
greed,griyd
overlooking,owverluhkihng
dates,deyts
autobiography,aotahbayaagrahfiy
twenty,twehntiy
emma,ehmah
paul,paol
banana,bahnaenah
phosphorus,faasferahs
vote,vowt
spanish,spaenihsh
sowed,sawd
vampire,vaempayr
focus,fowkahs
frequently,friykwahntliy
proved,pruwvd
across,ahkraos
rome,rowm
dwellers,dwehlerz
equivalence,ihkwihvahlahns
caterpillar,kaetahpihler
suspected,sahspehktahd
replacing,rihpleysihng
rear,rihr
camp,kaemp
sufficient,sahfihshahnt
smiling,smaylihng
seemed,siymd
gymnast,jhihmnahst
cord,kaord
raspberries,raezbehriyz
lighthouse,laythhaws
canal,kahnael
diarrhea,dayeriyah
progressing,prahgrehsihng
minutes,mihnahts
fair,fehr
zipper,zihper
giraffe,jheraef
worth,werth
characteristic,kehrahkterihstihk
thirties,thertiyz
though,dhow
taking,teykihng
bake,beyk
culturally,kahlcherahliy
zealand,ziylahnd
ashamed,ahsheymd
guardians,gaardiyahnz
pickup,pihkahp
first,ferst
pop,paap
depart,dihpaart
shalt,shaelt
sixth,sihksth
memories,mehmeriyz
career,kerihr
nobles,nowbahlz
began,bihgaen
films,fihlmz
alike,ahlayk
keypads,kiypaedz
afghanistan,aefgaenahstaen
threatened,threhtahnd
bushes,buhshahz
pencil,pehnsahl
sauce,saos
big,bihg
cost,kaast
think,thihngk
toll,towl
riding,raydihng
battering,baeterihng
grade,greyd
benefactor,behnahfaekter
desert,dehzert
hell,hhehl
vegemite,vehjhahmayt
houses,hhawsahz
unusual,ahnyuwzhahwahl
rowing,rowihng
collected,kahlehktahd
toward,tahwaord
engage,ehngeyjh
woke,wowk
beg,behg
civilization,sihvahlihzeyshahn
biology,bayaalahjhiy
shy,shay
swine,swayn
presumptuous,prihzahmpchahwahs
astonishment,ahstaanihshmahnt
lived,layvd
pioneers,payahnihrz
devoted,dihvowtahd
corn,kaorn
romanian,rowmeyniyahn
fluency,fluwahnsiy
ceiling,siylihng
scooter,skuwter
inserted,ihnsertahd
disentangle,dihsahntaenggahl
infects,ihnfehkts
update,ahpdeyt
legs,lehgz
breath,brehth
lets,lehts
role,rowl
last,laest
signature,sihgnahcher
rapid,raepahd
bodyguard,baadiygaard
wrestled,rehsahld
keys,kiyz
ranking,raengkihng
hath,hhaeth
peace,piys
cardboard,kaardbaord
become,bihkahm
corresponds,kaorahspaandz
chagrin,shahgrihn
talkative,taokahtihv
stole,stowl
warden,waordahn
brotherhood,brahdherhhuhd
meals,miylz
options,aapshahnz
costs,kaasts
quits,kwihts
inside,ihnsayd
plants,plaents
terrorist,tehrerihst
golan,gowlahn
demands,dihmaendz
city,sihtiy
mathematician,maethahmahtihshahn
tv,tiyviy
playground,pleygrawnd
rook,ruhk
darts,daarts
butcher,buhcher
rested,rehstahd
hook,hhuhk
final,faynahl
earlier,erliyer
yorker,yaorker
cigarette,sihgereht
crusaders,kruwseyderz
pessimistic,pehsahmihstihk
migration,maygreyshahn
abused,ahbyuwzd
hardly,hhaardliy
nice,nays
cambridge,keymbrihjh
bitter,bihter
troops,truwps
build,bihld
quote,kwowt
cheaper,chiyper
smells,smehlz
medicated,mehdihkeytihd
wow,waw
governments,gahvermahnts
undercutting,ahnderkahtihng
intervene,ihnterviyn
rented,rehntahd
accumulation,ahkyuwmyahleyshahn
urgently,erjhahntliy
compass,kahmpahs
dreamed,driymd
hobbies,hhaabiyz
term,term
barn,baarn
gazelle,gahzehl
nationality,naeshahnaelahtiy
distract,dihstraekt
sped,spehd
egypt,iyjhahpt
headsets,hhehdsehts
yourself,yersehlf
hi,hhay
keeps,kiyps
project,praajhehkt
whenever,wehnehver
ramadan,raemahdahn
whereby,wehrbay
minerals,mihnerahlz
snowing,snowihng
writes,rayts
jehovah,jhahhhowvah
contagious,kahnteyjhahs
tense,tehns
empty,ehmptiy
exams,ihgzaemz
borders,baorderz
baroque,berowk
provisional,prahvihzhahnahl
pacific,pahsihfihk
shortcake,shaortkeyk
ban,baen
halted,hhaoltahd
dense,dehns
harry,hhehriy
dvd,diyviydiy
gabriela,gaabriyehlah
working,werkihng
sci,siy
shorter,shaorter
keen,kiyn
increasingly,ihnkriysihngliy
behaved,bihhheyvd
ambiguous,aembihgyuwahs
length,lehngkth
prays,preyz
typed,taypt
perfect,perfehkt
hen,hhehn
jelly,jhehliy
previously,priyviyahsliy
focused,fowkahst
quit,kwiht
tumors,tuwmerz
uneventful,ahniyvehntfahl
does,dahz
morning,maornihng
tissue,tihsyuw
gunner,gahner
whet,weht
fed,fehd
outcast,awtkaest
eh,eh
rebels,rehbahlz
canyon,kaenyahn
envelope,ehnvahlowp
knee,niy
pickle,pihkahl
harassment,hheraesmahnt
singing,sihngihng
altogether,aoltahgehdher
criticized,krihtahsayzd
anna,aenah
bus,bahs
fat,faet
projects,praajhehkts
check,chehk
in,ihn
concisely,kahnsaysliy
brand,braend
appetite,aepahtayt
relief,rihliyf
tempted,tehmptahd
judging,jhahjhihng
wiles,waylz
stewart,stuwert
figs,fihgz
des,deh
former,faormer
nerves,nervz
vending,vehndihng
typing,taypihng
flies,flayz
has,hhaez
pictures,pihkcherz
d.,diy
uses,yuwsahz
siddhartha,sihdaartah
sox,saaks
enjoyed,ehnjhoyd
reasons,riyzahnz
guilt,gihlt
lorenzo,lerehnzow
harp,hhaarp
emotional,ihmowshahnahl
brainless,breynlihs
renovation,rehnahveyshahn
sore,saor
pluto,pluwtow
pet,peht
farsighted,faarsaytahd
realize,riylayz
kidding,kihdihng
vowed,vawd
peddlers,pehdlerz
healing,hhiylihng
royal,royahl
charming,chaarmihng
thousands,thawzahndz
sheer,shihr
maker,meyker
germany,jhermahniy
using,yuwzihng
democrats,dehmahkraets
mightier,maytiyer
honorable,aanerahbahl
evenings,iyvnihngz
cards,kaardz
attacked,ahtaekt
willy,wihliy
added,aedahd
wear,wehr
cookbooks,kuhkbuhks
awkward,aakwerd
reach,riych
defend,dihfehnd
before,bihfaor
workforce,werkfaors
law,lao
germs,jhermz
speak,spiyk
sake,seyk
crisis,kraysahs
sweater,swehter
failed,feyld
diamonds,daymahndz
hungarian,hhahnggehriyahn
testify,tehstahfay
editing,ehdahtihng
wool,wuhl
catamaran,kaetahmeraen
entry,ehntriy
her,hher
de,diy
mauritania,maorihteyniyah
race,reys
screaming,skriymihng
wardrobe,waordrowb
results,rihzahlts
plenty,plehntiy
enjoying,ehnjhoyihng
cashews,kaeshuwz
kip,kihp
gases,gaesahz
communist,kaamyahnahst
yawning,yaonihng
attitude,aetahtuwd
suburb,sahberb
enough,ihnahf
creepy,kriypiy
nicer,nayser
chocolate,chaoklaht
consult,kahnsahlt
zhou,zuw
tuesday,tuwzdiy
affect,ahfehkt
petrol,pehtrowl
leon,liyaan
samples,saempahlz
continuation,kahntihnyuweyshahn
regularly,rehgyahlerliy
demonstrators,dehmahnstreyterz
lack,laek
unusually,ahnyuwzhahwahliy
fleeting,fliytihng
unit,yuwnaht
advised,aedvayzd
cooks,kuhks
large,laarjh
consciousness,kaanshahsnahs
nearest,nihrahst
motor,mowter
younger,yahngger
blossoms,blaasahmz
impose,ihmpowz
train,treyn
surgery,serjheriy
what,waht
depend,dihpehnd
climbed,klaymd
relatives,rehlahtihvz
empathy,ehmpahthiy
diligent,dihlihjhahnt
warrior,waoriyer
diplomacy,dihplowmahsiy
compensation,kaampahnseyshahn
necessary,nehsahsehriy
shouted,shawtahd
sooner,suwner
rise,rayz
